Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs,Item
Tic Tac Saunf Flavour,Tic,10,9,Packaged Food,Sweets,7.2 gm,"OverviewTic Tac is a tasty, tangy-sweet candy. It comes in a handy and convenient box that can be easily carried everywhere in your pocket and can be conveniently accessed. It comes in the delightful saunf flavour that your taste buds will surely love.Key Features- Refreshes your breath- Gluten-Free- Added fennel flavour",Packaged Food > Sweets,Tic Tac
Orbit Raw Mango Flavour Sugar Free Chewing Gum Tube,Orbit,50,39,Packaged Food,Sweets,22 gm,"Key FeaturesFresh mouth feel : Seize every opportunity with fresh mouth feel by Orbit mint chewing gum.Benefits- Fresh mouth feel : Seize every opportunity with fresh mouth feel by Orbit mint chewing gum.- Sugar free gum : A sugar free gum treat that leaves you with one less thing to worry aboutFrequently Asked QuestionsWhy this gum?Seize every opportunity and leave a mark wherever you go with Wrigley&rsquo;s Orbit Chewing Gum. You can always count on Orbit mint chewing gum for a clean and fresh mouth feel anytime. Build new connections, indulge in meaningful conversations and make new friends with Orbit fresh breath confidence.What makes it different?This sugar free chewing gum gives you clean and healthy teeth and lets you focus on yourself, while it&rsquo;s smooth and refreshing spearmint flavour prepares you for impromptu moments in life. Get fresh breath confidence anytime, anywhere. Orbit bubble gum gives fresh and clean breath that helps you enhance your personality to ace everything in life with sheer confidence. When to have this gum?Carry your freshness partner wherever you go for a clean and fresh mouth feel anytime. Pop this sugarfree gum before a romantic date, after meals or to break the monotony in between work with instant freshness.About the BrandOrbit comes from the house of Mars Wrigley Confectionery which is the world's leading manufacturer of chocolates, chewing gum, mints and fruity confections. This chewing gum is your perfect refreshment companion which is sugar free and gives you fresh&nbsp;breath confidence instantly.",Packaged Food > Sweets,Chewing gum
Haldiram's Soan Papdi,Haldiram's,70,60,Packaged Food,Sweets,250 gm,"OverviewHaldiram's bring to you Soan Papdi. It is made with sugar, gram flour, flour, ghee, milk, and cardamom. It is a cube-shaped flaky sweet. This has a crisp and flaky texture. It is made with the age-old perfected recipe. This is the most loved and most gifted sweet dish during festivals.Benefits- It is made with the finest ingredients.- A perfect snack option.- Rich taste, crunchiness and purity.- Unique flavours.How to Use- It can be served as a dessert.- A great healthy snack option.Storage- Store in a cool, dry and hygienic place.",Packaged Food > Sweets,Soan Papdi
Haldiram's Soan Papdi,Haldiram's,130,105,Packaged Food,Sweets,500 gm,"Overview Haldiram's Soan Papdi is an admired South Asian sweet. It is generally square in shape or served as flakes and has a crispy and flaky texture. It is very spongy with flakes and fibre. It has a tangy and lip-smacking taste.IngredientsSugar, Refined Palmolein, Bengal Gram Flour, Wheat Flour, Almond, Cardamom & Pistachio.Storage- Store in a cool, dry and hygienic place.",Packaged Food > Sweets,Soan Papdi
Haldiram's Rasgulla,Haldiram's,210,169,Packaged Food,Sweets,1 kg,"OverviewHaldiram&rsquo;s Rasgulla is a quintessential Bengali sweet dish, a kind of sweet dumpling made of sugar and milk. This sweetmeat which is primarily made of milk is hygienically processed by Haldiram&rsquo;s and tinned so that it can be exported internationally. This tin of sweets serves as a perfect gift for someone who has a sweet tooth.IngredientsThere are three main ingredients of Haldiram&rsquo;s Rasgulla and they are sugar, milk and rose water. To add flavours to Rasgulla, saffron, cardamom powder, pista, almond and lemon juice are also added. The dessert is made with cottage cheese or chhena, dough and sugar syrup. Chhena is generally mixed with dough and kneaded; then small balls are made from this mixture and boiled in sugar syrup.",Packaged Food > Sweets,Rasgulla
Haldiram's Gulab Jamun,Haldiram's,210,170,Packaged Food,Sweets,1 kg,"OverviewIconic. Scrumptious. Magic. These divine bits of deep-fried sweet khoya, soaked in cardamom flavoured sugar syrup are an instant favourite! Haldiram's Gulab Jamun's make you want to skip right to desserts.How To UseReady to Eat.Care InstructionsStore in a cool and dry place.About the BrandHaldiram's began as a tiny shop in Bikaner, the land as famed for its savouries as for its leather-faced pipe players and fierce warriors. By 1982, Haldiram's had set up shop in Delhi and the capital had begun to stop by and take note of the savouries and sweets. It was word of mouth that grew the business manifold over the next decade till Haldiram's came to stand for a food company that was synonymous with taste, hygiene and innovation.",Packaged Food > Sweets,Gulab Jamun
Bikaji Rasgulla Gol-Matol,Bikaji,250,165,Packaged Food,Sweets,1.25 kg,"OverviewRasgulla is a syrupy dessert popular in the Indian subcontinent and regions with South Asian diaspora. It is made from ball-shaped dumplings of chhena and semolina dough, cooked in light syrup made of sugar.IngredientsSoft Cottage Cheese Dumplings In Sugar Syrup, Gluten-Free, No Added Colour, and Preservatives.StorageStore in a cool, dry, and hygienic place.",Packaged Food > Sweets,Gulab Jamun
Bikaji Gulab Jamun Gol-M-Gol,Bikaji,265,180,Packaged Food,Sweets,1.25 kg,"Overview:Those round rosey Gulab Jamun balls of pure joy that simply melts in your mouth, has been doing the same for the last 200-300 years.Bikaji?s Gulab Jamun are made from traditional recipe with a Surety of Purity, as compared to the loose market where you have no idea what that white material is inside them.Key FeaturesVegetarianAuthentic - Made in BikanerIngredientsCondensed Milk-Solid Balls (Khoya) (10%), Sugar (60%), Edible Vegetable Oil (Palmolein Oil), Refined Wheat Flour, Cardamom, Mace, Nutmeg and Preservative (INS 224)Any Other Must-Know InformationShelf Life - 6 monthsAbout the BrandBikaji stands for authentic Indian taste, with diverse products and innovative packaging, adding to its commitment of taking Aslee Indian taste to the world. ",Packaged Food > Sweets,Gulab Jamun
Royal Gulab Jamun,Royal,205,102,Packaged Food,Sweets,1 kg,"OverviewGulab Jamuns are a delicious Indian dessert that is famous worldwide for its unique taste. Just the sight of these delicate balls will make everyone&rsquo;s mouth water. Enjoy this tempting dessert along with its rich sweet syrup with Royal Gulab Jamun.IngredientsSugar, Water, Khoya, Refined Wheat Flour, Edible Vegetable Oil (Cotton Seed Oil) Allergen Declaration: Contains milk products & glutenStorage InstructionsStore in a cool dry hygienic place. Once opened consume within 24 hours.",Packaged Food > Sweets,Gulab Jamun
Lal Dharwad Peda,Lal,130,89,Packaged Food,Sweets,200 gm,Key Features- Lower fat and the same benefits of milk.- Good for health.- Creamy texture to the mithai.,Packaged Food > Sweets,Peda
Shri Ram Soan Papdi,Shri Ram,68,34,Packaged Food,Sweets,200 gm,"OverviewSoan Papadi is a beloved Indian snack. Shri Ram Soan Papdi brings this renowned, traditional Indian dessert to you. It is made with the finest of ingredients to make sure you enjoy the best of ingredients. Let the tradition of India enrich you with pure, healthy delicious flavour.",Packaged Food > Sweets,Soan Papdi
Lal Premium Mysore Pak,Lal,130,109,Packaged Food,Sweets,200 gm,"Overview Mysore Pak also called the royal sweet of Mysore is a sweet that readily melts in your mouth. Prepared with the mixture of Pure Ghee, Sugar and Gram flour it gives your taste buds a sense of pleasure leaving you wanting for more.  Ingredients Sugar, Gram Flour, Pure Ghee Edible Oil.  Storage Store in a cool, dry and hygienic place.",Packaged Food > Sweets,Mysore Pak
Haldiram's Besan Ladoo,Haldiram's,300,150,Packaged Food,Sweets,500 gm,Key Features - 100% Veg- Indian Sweet- Shelf Life 2 Month,Packaged Food > Sweets,Besean Ladoo
Amul Kaju Katri,Amul,190,176,Packaged Food,Sweets,200 gm,"OverviewAmul Kaju Katri is made of premium ingredients and under extreme hygienic conditions of Amul standards. Amul Kaju Katri contains the highest quality premium cashews compared to most available local kaju katri. Serve as a dessert in any festival and auspicious occasions. This attractive box of kaju katri can also be used for gifting. Key Features 100% Machine Made & Hygienic100% VegetarianSilver Leaf Used Composition Minimum 55% cashew nuts, sugar, silver foil Shelf Life Best before 75 days from packaging. Storage ConditionUnder refrigeration (between 15?C to 20?C).Keep away from direct sunlight.",Packaged Food > Sweets,Kaju Katri
Amul Kaju Katri,Amul,435,404,Packaged Food,Sweets,500 gm,"OverviewAmul Kaju Katri is made of premium ingredients and under extreme hygienic conditions of Amul standards. Amul Kaju Katri contains the highest quality premium cashews compared to most available local kaju katri. Serve as a dessert in any festival and auspicious occasions. This attractive box of kaju katri can also be used for gifting. Key Features 100% Machine Made & Hygienic100% VegetarianSilver Leaf Used Composition Minimum 55% cashew nuts, sugar, silver foil Shelf Life Best before 75 days from packaging. Storage ConditionUnder refrigeration (between 15?C to 20?C).Keep away from direct sunlight.",Packaged Food > Sweets,Kaju Katri
Bikaneri Madhuras Rasgulla,Bikaneri,170,100,Packaged Food,Sweets,1 kg,"OverviewRasgulla is a classical Indian dessert. Delicate ball-like dumplings are soaked in the sweet sugar syrup that gives it its classic taste. Buy the best Rusgulla from Bikaneri Madhuras. Key FeaturesHygienically prepared and packed in protective atmosphere  IngredientsSugar syrup, Cottage cheese and Rose water.  StorageShelf Life of Product is 6 Months from the date of Packaging Any other Must-Know InformationNo added artificial colour, No added Preservatives.",Packaged Food > Sweets,Rasgulla
Royal Rasgulla,Royal,200,100,Packaged Food,Sweets,1 kg,"OverviewRasgullas are a traditional Indian dessert that is famous worldwide for its unique taste. The sight of these delicate balls immersed into the sweet sugar syrup will make everyone&rsquo;s mouth instantly water. Enjoy high quality rasgullas from Royal Rasgulla.IngredientsSugar Syrup (Sugar and Water), Chhena 10% (Cottage Cheese).Other must know InformationAllergen Declaration: Contains milk products.Storage InstructionsStore in a cool dry hygienic place. Once opened consume within 24 hours.",Packaged Food > Sweets,Rasgulla
Lal Besan Laddoo,Lal,130,65,Packaged Food,Sweets,200 gm,"Overview Lal Regular Besan Laddoo is a sweet treat you don&rsquo;t want to miss. Perfect for every occasion, you can't stop at just one. Spoil yourself with these delicacies. So buy this product online today and spread the cheer!  Key Features- Amazing snacking option for Kids.- Loved by Kids and adults.- Hygienically packed.",Packaged Food > Sweets,Besean Ladoo
Phondaghat Pravalyukta Gulkand,Phondaghat,118,85,Packaged Food,Sweets,200 gm,"OverviewPhondaghat Pravalyukta Gulkand is prepared with the most tender rose buds and rose petals. It is a delicious mix originating from the traditional books Ayurveda. It is a natural coolant and can help regularize your body temperature. Good for digestion, great for boosting immunity! Pravalyukta ? Praval means Coral Calcium.BenefitsGreat for digestion, it is also a wonderful blood purifier and a tonic for overall health. Our Gulkand is made with 100% fresh garden roses in the most hygienic and standard conditions so that you taste pure and natural goodness till the last spoonful.How to UseStir in a tablespoon of Phondaghat Gulkand in a glass full of milk and treat yourself with a traditional rose milkshake.Any Other Must-Know InformationGulkand or Rose Jam is a delicious preparation which boosts the body?s immunity and helps in curbing digestive issues like acidity. It is also a cooling agent and brings down the body?s heat caused due to ?Pitta? dosha. Widely acclaimed in Ayurveda, Gulkand is a delicacy, fit for royals! Made with garden fresh roses mulled with best quality sugar, Phondaghat Gulkand is a treat for young and old alike.About the BrandSince 1952 at Phondaghat Pharmacy, They believe in nature?s nourishment and bring to you products that are wholesome, pure, and 100% natural. Supplement a balanced diet with essential vitamins, minerals, and antioxidants that work towards creating a healthy eco-system for your body to truly reach its highest potential. Make the most of nature?s abundance with Phondaghat Pharmacy?s product basket made with care, and packed with love. There resolve is to create affordable products which nurture and strengthen the body. ",Packaged Food > Sweets,Gulkand
Bikaji Manbhavan Soan Papdi,Bikaji,135,94,Packaged Food,Sweets,450 gm,"OverviewSohan papdi (son papri or soan papdi) is a popular North Indian dessert. It is usually cube-shaped or served as flakes, and has a crisp and flaky texture.IngredientsEthnic Flaky Sweet With Pistachios and Almonds. Gluten Free. No Added Colour and Preservatives. Made From Vegetable Oil.How to UseReady to eat.",Packaged Food > Sweets,Soan Papdi
Crave Eatables Bachubhai's Soan Papdi,Crave Eatables,135,75,Packaged Food,Sweets,400 gm,"OverviewCholesterol free soan papdi that is 100% natural, with no preservatives. Enjoy this sweet and delicious soan papdi on every special occasion.Care InstructionsConsume the content within 24 hours after opening the pack.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,Soan Papdi
Crave Eatables Bachubhai's Rasgulla,Crave Eatables,250,150,Packaged Food,Sweets,1.25 kg,"OverviewDelicious rasgullas from the house of Crave Eatables by Bachubhai's. Celebrate every occasion with traditional rasgullas.Any Other Must-Know InformationTo Reduce Sugar Content: Dilute the syrup adding an equal quantity of water to it. Squeeze the Gulab Jamun slightly and dip it in the diluted syrup for few minutes. Now, it is ready to be served.Care InstructionsConsume the content within 24 hours after opening the pack.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,Rasgulla
Crave Eatables Bachubhai's Besan Laddu,Crave Eatables,99,49,Packaged Food,Sweets,200 gm,"OverviewDelicious besan laddoos made from the best quality gram flour and pure ghee. Relish its traditional flavour on special occasions or whenever you have a sweet craving. It is packed in an attractive box that makes it perfect for gifting.Key Features- 100% natural- No preservatives- Traditional taste- Great for giftingIngredientsBengal gram flour, sugar, edible vegetable oil (palmolein), hydrogenated vegetable oil, cardamomCare Instructions- Keep away from direct sunlight.- Store in a cool, dry and hygienic place.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,Besean Ladoo
Haldiram's Badam Halwa,Haldiram's,50,45,Packaged Food,Sweets,200 gm,"Overview:Badam Halwa is a tasty treat that plays the basic tastes of halwa to make a new and enticing sweet delicacy infused with the essence of almond. This vibrant confection will include a pop up of vibrancy to any event both on the plate and also onto the palate! Indulgent fudge squares bursting with the flavours of rich almonds and dry fruits. These appetizing sweets are the perfect way to welcome your guests for every occasion!IngredientsSugar, Corn Starch, Refined Palmolein Oil, Almonds, Cashew Nuts, Cardamom & Acidity Regulator (E 330), Contains Permitted Synthetic Food Colours [Sunset Yellow (E 110), Tartrazine (E 102) & Brilliant Blue (E 133)] And Added Artificial Flavouring Substances (Orange & Pistachio), Contains Cashew & Almond.How To UseReady to Eat.Care InstructionsStore in a cool and dry place.About the BrandHaldiram's began as a tiny shop in Bikaner, the land as famed for its savouries as for its leather-faced pipe players and fierce warriors. By 1982, Haldiram's had set up shop in Delhi and the capital had begun to stop by and take note of the savouries and sweets. It was word of mouth that grew the business manifold over the next decade till Haldiram's came to stand for a food company that was synonymous with taste, hygiene and innovation. ",Packaged Food > Sweets,Badam Halwa
Haldiram's Badam Halwa,Haldiram's,90,70,Packaged Food,Sweets,400 gm,"Overview:Badam Halwa is a tasty treat that plays the basic tastes of halwa to make a new and enticing sweet delicacy infused with the essence of almond. This vibrant confection will include a pop up of vibrancy to any event both on the plate and also onto the palate! Indulgent fudge squares bursting with the flavours of rich almonds and dry fruits. These appetizing sweets are the perfect way to welcome your guests for every occasion!IngredientsSugar, Corn Starch, Refined Palmolein Oil, Almonds, Cashew Nuts, Cardamom & Acidity Regulator (E 330), Contains Permitted Synthetic Food Colours [Sunset Yellow (E 110), Tartrazine (E 102) & Brilliant Blue (E 133)] And Added Artificial Flavouring Substances (Orange & Pistachio), Contains Cashew & Almond.How To UseReady to Eat.Care InstructionsStore in a cool and dry place.About the BrandHaldiram's began as a tiny shop in Bikaner, the land as famed for its savouries as for its leather-faced pipe players and fierce warriors. By 1982, Haldiram's had set up shop in Delhi and the capital had begun to stop by and take note of the savouries and sweets. It was word of mouth that grew the business manifold over the next decade till Haldiram's came to stand for a food company that was synonymous with taste, hygiene and innovation. ",Packaged Food > Sweets,Badam Halwa
Lal Shahi Mysore Pak,Lal,395,197,Packaged Food,Sweets,320 gm,"OverviewMysore Pak also called the royal sweet of Mysore is a sweet that readily melts in your mouth. Prepared with the mixture of Pure Ghee, Sugar and Gram flour it gives your taste buds a sense of pleasure leaving you wanting for more.IngredientsSugar, Refined edible palmolein oil, Clarified butter (Desi Ghee) & Gram flour.",Packaged Food > Sweets,Mysore Pak
Amul Kesar Peda,Amul,115,105,Packaged Food,Sweets,200 gm,"OverviewAmul Fresh sweets are traditional Indian dairy products. These sweets are a part of every occasion and every meal. This delicious sweet will melt in your mouth and will please all your tastebuds. Perfect for guests, spread some sweet love with Amul Kesar Peda.Ingredients- Milk Solids, Sugar, Ghee, Liquid, Glucose, Cardamom",Packaged Food > Sweets,Peda
Sun Shengh Chikki,Sun,75,37,Packaged Food,Sweets,200 gm,"Key Features- A desi energy bar that is tasty and nutritious Unique, a combination of healthy and traditional crunchy Peanut flavours. - Perfectly crunchy but not too hard to bite.- No added preservatives, flavours or colours.- Gluten-free and vegan treats. - For both children and adults.",Packaged Food > Sweets,Chikki
Madhuras Soan Papdi,Madhuras,68,34,Packaged Food,Sweets,200 gm,"Key FeaturesBlended with Almonds, Pistachios and Cardamom.Other must know InformationBest before six months from manufacturingStorage InstructionsKeep the pack away from direct sunlightKeep in a cool and dry placeDo not refrigerate",Packaged Food > Sweets,Soan Papdi
Lal Bombay Halwa,Lal,110,55,Packaged Food,Sweets,200 gm,"Overview These cubes of goodness are fit for any festival and occasion. It has a sweet chewy and stretchy texture combined with delicious flavours and is an ultimate favourite among all people. Ingredients Corn Flour, Edible Oil (Palm), Sugar, Cashew Permitted Food Colour.  Storage Store in a cool, dry and hygienic place.About the Brand Lal Sweets is a new age mithai company from Bengaluru, making people happy since 2010 with its desserts, mithai and namkeen. It aims to celebrate life each day with its sweets and namkeens.",Packaged Food > Sweets,Bombay Halwa
Amul Malai Peda,Amul,110,99,Packaged Food,Sweets,200 gm,"OverviewAmul Fresh sweets are traditional Indian dairy product, and a part of every occasion and every meal. This delicious sweet will melt in your mouth and will please all your tastebuds. Perfect for guests, spread some sweet love with Amul Malai Peda.IngredientsMilk Solids, Sugar, Cardamom",Packaged Food > Sweets,Peda
Divya Gulkand,Divya,75,68,Packaged Food,Sweets,400 gm,"OverviewPatanjali Gulkand or rose petal jam is a sweet Indian delicacy. It is easy to prepare and is listed under the best Ayurvedic medicines for their enormous health benefits. Gulkand has cooling properties, thus it is beneficial in alleviating all heat-related problems like tiredness, lethargy, itching, aches and pains.BenefitsPrevents constipation.Cures heart related problems.Prevents itching in the eyes.Prevents tiredness.IngredientsRose petalsSugarShelf LifeBest before 24 months from manufacturing date.About the BrandPatanjali Ayurved Limited produces quality Herbomineral preparations.",Packaged Food > Sweets,Gulkand
Vaidehi Premium Dink Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsHeat generating so very useful during winter, packed with nutrients & good for lactating women and kids of all ages.",Packaged Food > Sweets,
Crave Eatables Bachubhai's Gulab Jamun,Crave Eatables,265,165,Packaged Food,Sweets,1.25 kg,"OverviewGulab jamun is a hit during festive seasons and special occasions. Enjoy the sweet taste of tradition during your celebrations.Any Other Must-Know InformationTo Reduce Sugar Content: Dilute the syrup adding an equal quantity of water to it. Squeeze the Gulab Jamun slightly and dip it in the diluted syrup for few minutes. Now, it is ready to be served.Care InstructionsConsume the content within 24 hours after opening the pack.About the BrandBachubhai Dudhwala Pvt. Ltd. started in 1914 in a small city of Gujarat - Bhavnagar. Crave Eatables is their division of sweets, namkeens and snacks loved across India.",Packaged Food > Sweets,Gulab Jamun
Amul Milk Cake,Amul,115,105,Packaged Food,Sweets,200 gm,"OverviewAmul sweets are traditional Indian dairy product, and a part of every occasion and every meal. This delicious sweet will melt in your mouth and will please all your tastebuds. Perfect for guests, spread some sweet love with Amul Milk Cake.IngredientsMilk Solids, Sugar, Ghee, Liquid Glucose, Cardamom, Permitted Class II Preservatives (E202, E210).",Packaged Food > Sweets,Milk Cake
Vaidehi Premium Ragi Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsBest substitute for chocolate for children and adults alike. Ragi has a rich source of minerals and vitamins which makes for healthy sweet.",Packaged Food > Sweets,Ladoo
Vaidehi Premium Multi Grain Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsOne of the best combinations of healthy dessert/ sweet. Recommended for children and adults. Sweet that can be eaten on the go.",Packaged Food > Sweets,Ladoo
Ghasitaram's Rasmalai Tin,Ghasitaram's,140,99,Packaged Food,Sweets,500 gm,"
Transfer the sugar syrup to a bowl. Now squeeze and drain the Rasmalai. Take a bowl of 500 ml thickened sweet warm milk, add to this the drained Rasmalai. Garnish with Almonds, Pistachio and dry fruits. Refrigerate for 12-15 minutes. Scrumptious Rasmalai is now ready to serve. Best when served cold.

*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food > Sweets,Rasmalai
Vaidehi Premium Rava Besan Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsThe best combination amongst ladoos is Rava Besan. Have it during any event, function, festival or just have it anytime you want.",Packaged Food > Sweets,Besean Ladoo
Vaidehi Premium Methi Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsTraditionally Methi has been recommended by elders to lactating mothers, and others having joint pain. This ladoo is the perfect combination of bitter sweetness and plus it gives you a healthy boost.",Packaged Food > Sweets,Methi Laddo
Vaidehi Premium Moong Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsMoong ladoo has a unique taste and can be eaten at anytime of the day.",Packaged Food > Sweets,Moong Ladoo
Vaidehi Premium Besan Ladoo,Vaidehi,200,150,Packaged Food,Sweets,250 gm,"Key Features- Tastes like home made.How to Use- Ready to eat.Disclaimer If Any- Processed in the facility where peanuts, coconut, almonds, gluten products are made.BenefitsFavourite ladoo of all during festivals and otherwise too. Indulge yourself in this sweet at any point and enjoy the richness of Indian delicacy.",Packaged Food > Sweets,Besean Ladoo
Ghasitaram's Rassogulla With Natural Sweetener Tin,Ghasitaram's,500,326,Packaged Food,Sweets,1 kg,"OverviewPunjabi Ghasitaram Halwai, Specialist confectioners of the highest quality sweets prepared under the most hygienic conditions.Key Features- Low Glycemic Index, Ideal for diabetics. - Low calories ideal for diet conscious people. - Made with natural sweetener stevia - No Added SugarIngredientsCow's Milk Casein, Maltitol (E965), Stevia Leaf Extract (E960), Water.How to UsePreparation: Open the tin transfer the syrup into a bowl. Gently squeeze the Rossogulla and let them loose into the bowl. Let Rossogulla soak in the bowl for 2 Minutes. No added sugar mouth watering Rossogulla are ready to be served. Best served when cold.Other must know InformationBefore 9 months from Manufacturing Date.IMPORTANT - After opening the tin transfer the contents into a steel or glass bowl, refrigerate and consume the content on the same day of opening the can - Do not buy puffed or leaky tin - Store in a cool and dark place - No artificial preservatives usedAllergen statement: Made in Facility that Processes Peanuts, Tree nuts, Soya, Wheat Sesame, Mustard and Celery. Polyols may have laxative effect",Packaged Food > Sweets,Rasgulla
Madhur Bikaneri Rasgulla,Madhur,240,99,Packaged Food,Sweets,1 kg,India,Packaged Food > Sweets,Rasgulla
Kokan Gem Kaju Modak - 21 Pieces,Kokan Gem,160,125,Packaged Food,Sweets,160 gm,India,Packaged Food > Sweets,Modak
Kokan Gem Hapus Amba Modak - 21 Pieces,Kokan Gem,100,70,Packaged Food,Sweets,160 gm,India,Packaged Food > Sweets,Modak
Chitale Kaju Katli,Chitale,240,223,Packaged Food,Sweets,250 gm,"Key FeaturesRich and deliciousIngredientsCashewnut, Sugar, Khoya, Cardamom Powder, Silver Leaf. CONTAINS CLASS II PRESERVATIVE (INS 202)How to UseRemove the seal carefully and consume the product immediately after opening. Relish the legacy of Chitale Sweets.Other must know InformationALLERGEN ADVICE: Contains tree nuts and milk solids. The product is manufactured in the facility where gluten, groundnut and soy containing products are processed.Storage InstructionsStore in a cool and dry place, away from direct sunlight. Do not buy if pack is open or puffed.",Packaged Food > Sweets,Kaju Katri
Bedekar Tasty Foods Moog Dal Halwa,Bedekar,250,200,Packaged Food,Sweets,500 gm,"Key Features- No preservatives addedIngredientsYellow Lentil, Sugar, Water, refined Palmolein Oil, Desi Ghee (Clarified Butter), Pistachio, Cashew nut, Raisins, Cardamom, Salt Contains-Milk, Cashew nutsHow to Use- Re-heating Procedure : Open the Pack- Microwave at full power for 3 minutes- Serve hot with Bedekar Mango PickleAny Other Must-Know Information- Serving Suggestion : 10 servings per containerShelf Life180 daysCare Instructions- Keep Frozen at -18&deg;C- Do not re-freeze once defrostedDisclaimer- Allergen Advice : Made in a facility that processes peanut, tree nuts, soy, milk, wheat and sesame.",Packaged Food > Sweets,Moong Halwa
Bedekar Besan Ladu,Bedekar,140,120,Packaged Food,Sweets,300 gm,"How to Use- Ready To EatShelf Life90 daysStorage Instructions- Store at Normal Room Temperature Disclaimer- Allergen Advice : Made in a facility that processes peanut, tree nuts, soy, milk, wheat and sesame.",Packaged Food > Sweets,Besean Ladoo
Pravin Mango Pickle,Pravin,225,112,Packaged Food,Pickles,1 kg,"OverviewPravin mango pickle will make any boring meal come alive. It has a sweet and sour taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles - Goes along with many dishes- Made from High quality ingredients - No added colours or preservativesIngredientsGreen Mango, Edible Common Salt, Cotton Seed Oil, Mustard, Red Chilli, Fenugreek, Turmeric, Acidity Regulator, Acetic Acid (E 260), Asafoetida.Other must know InformationOnce opened consume within two months.Storage InstructionsStore in a cool, dry, and hygienic place.",Packaged Food > Pickles,Mango Pickel
Mother's Recipe Mango Pickle - Jar,Mother's Recipe,219,109,Packaged Food,Pickles,1 kg,"OverviewTry a spoonful of delightful pickle. Bite into luscious pieces of Mango, mixed with selected Spices. And enjoy that special mango taste throughout the year.IngredientsMango Pieces, Brine, Spices and Condiments, Edible Common salt, Edible Vegetable Oil, Acidity Regulator [INS 260] and Asafoetida.About the BrandDesai Foods Private limited owns the brands Mother?? Recipe, Elmac, Spread On & Dabee. Desai Foods, want to become the national leaders in the ethnic food category. To achieve this target, they have increased their manufacturing capacity, and are building their brands to be stronger, whilst focusing on their sales, marketing strategies and enhancing their supply chain management as well as their information systems. They also have a gherkins division with a processing facility in Karnataka from where they export to over 12 countries of gherkins as well as pickled vegetables.",Packaged Food > Pickles,Mango Pickel
Pravin Mango Pickle - Pouch,Pravin,60,49,Packaged Food,Pickles,200 gm,"OverviewPravin mango pickle will make any boring meal come alive. It has a sweet and sour taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles - Goes along with many dishes- Made from High quality ingredients - No added colours or preservativesIngredientsGreen Mango, Edible Common Salt, Cotton Seed Oil, Mustard, Red Chilli, Fenugreek, Turmeric, Acidity Regulator, Acetic Acid (E 260), Asafoetida.Other must know InformationOnce opened consume within two months.Storage InstructionsStore in a cool, dry, and hygienic place.",Packaged Food > Pickles,Mango Pickel
Pravin Mango Pickle - Pouch,Pravin,110,95,Packaged Food,Pickles,500 gm,"OverviewPravin mango pickle will make any boring meal come alive. It has a sweet and sour taste that will make your mouth water every time you have it. It has the traditional taste of homemade pickles and is a must-have in every kitchen.Key Features- The traditional taste of homemade pickles - Goes along with many dishes- Made from High quality ingredients - No added colours or preservativesIngredientsGreen Mango, Edible Common Salt, Cotton Seed Oil, Mustard, Red Chilli, Fenugreek, Turmeric, Acidity Regulator, Acetic Acid (E 260), Asafoetida.Other must know InformationOnce opened consume within two months.Storage InstructionsStore in a cool, dry, and hygienic place.",Packaged Food > Pickles,Mango Pickel
